internship_id,title,company,domain,location,duration,stipend,required_skills,description,application_deadline,positions_available,company_size,industry,remote_work,experience_level,created_at,is_active
INT_00102,UI/UX Design Intern,Network18,UI/UX Design,Thane,8,10000,"adobe xd,photoshop","Design intuitive user experiences for Network18's products. Work with design tools, conduct user research, and create wireframes and prototypes.",2025-09-23,2,mid,Telecommunications,yes,entry,2024-12-08 13:57:43.760587,True
INT_00103,Operations Intern,ShopClues,Operations,Thane,8,40716,"vue,ethical hacking,mobile development",Exciting internship opportunity at ShopClues in Operations. Gain hands-on experience and work with industry professionals.,2025-09-23,21,large,Retail,yes,entry,2024-10-11 00:50:13.574882,True
INT_00104,Software Development Intern,Mindtree,Software Development,Bangalore,3,75032,"python,sql",Join Mindtree as a Software Development Intern and work on cutting-edge projects. You'll collaborate with experienced developers to build scalable applications and learn industry best practices.,2025-09-23,3,mid,Consulting,hybrid,entry,2024-09-28 11:09:03.291270,False
INT_00105,Graphic Design Intern,Wipro,Graphic Design,Mumbai,4,42608,"photoshop,adobe xd",Exciting internship opportunity at Wipro in Graphic Design. Gain hands-on experience and work with industry professionals.,2025-09-23,21,large,Consulting,no,entry,2024-12-20 00:56:08.589159,True
INT_00106,Content Writing Intern,Tech Mahindra,Content Writing,Surat,3,34804,"social media,seo",Exciting internship opportunity at Tech Mahindra in Content Writing. Gain hands-on experience and work with industry professionals.,2025-09-23,16,large,Food & Beverage,no,entry,2025-03-11 02:59:07.966238,False
INT_00107,Product Management Intern,Twitter,Product Management,Bangalore,6,16630,"agile,seo",Exciting internship opportunity at Twitter in Product Management. Gain hands-on experience and work with industry professionals.,2025-09-23,1,startup,Travel & Tourism,no,intermediate,2024-11-19 19:22:48.441477,True
INT_00108,Machine Learning Intern,Snapdeal,Machine Learning,Surat,3,37276,"data science,r,python",Exciting internship opportunity at Snapdeal in Machine Learning. Gain hands-on experience and work with industry professionals.,2025-09-23,1,startup,Food & Beverage,hybrid,entry,2025-04-19 22:59:53.477890,True
INT_00109,UI/UX Design Intern,Netflix,UI/UX Design,Bangalore,4,70333,"illustrator,adobe xd","Design intuitive user experiences for Netflix's products. Work with design tools, conduct user research, and create wireframes and prototypes.",2025-09-23,10,large,Non-profit,yes,entry,2025-08-29 12:26:49.860086,True
INT_00110,UI/UX Design Intern,Sony,UI/UX Design,Pune,3,41207,"adobe xd,figma","Design intuitive user experiences for Sony's products. Work with design tools, conduct user research, and create wireframes and prototypes.",2025-09-23,1,startup,Sports,hybrid,entry,2025-02-16 22:26:08.504312,True
INT_00111,Digital Marketing Intern,Infosys,Digital Marketing,Delhi,4,21153,"digital marketing,google analytics","Drive digital marketing campaigns for Infosys. Learn SEO, social media marketing, content creation, and analytics tools.",2025-09-23,7,large,E-commerce,no,entry,2024-10-03 12:36:04.409220,True
INT_00112,Cybersecurity Intern,UpGrad,Cybersecurity,Thane,4,42794,"operations,investment banking",Exciting internship opportunity at UpGrad in Cybersecurity. Gain hands-on experience and work with industry professionals.,2025-09-23,2,mid,Technology,no,entry,2025-05-19 07:49:38.725966,True
INT_00113,Artificial Intelligence Intern,Mphasis,Artificial Intelligence,Pimpri-Chinchwad,6,52109,"r,machine learning,sql",Exciting internship opportunity at Mphasis in Artificial Intelligence. Gain hands-on experience and work with industry professionals.,2025-09-23,6,large,E-commerce,hybrid,entry,2025-05-25 00:05:15.105396,True
INT_00114,Machine Learning Intern,Deutsche Bank,Machine Learning,Ahmedabad,8,50979,"r,statistics,sql",Exciting internship opportunity at Deutsche Bank in Machine Learning. Gain hands-on experience and work with industry professionals.,2025-09-23,9,mid,Fashion,yes,advanced,2025-09-02 09:51:34.618431,True
INT_00115,Finance Intern,Sony,Finance,Pune,3,72905,"python,strategy,nodejs",Exciting internship opportunity at Sony in Finance. Gain hands-on experience and work with industry professionals.,2025-09-23,1,startup,Retail,no,intermediate,2025-05-12 14:44:07.949085,True
INT_00116,Artificial Intelligence Intern,Wipro,Artificial Intelligence,Chennai,6,26681,"machine learning,python",Exciting internship opportunity at Wipro in Artificial Intelligence. Gain hands-on experience and work with industry professionals.,2025-09-23,13,large,Real Estate,no,entry,2025-05-19 13:36:24.576055,True
INT_00117,DevOps Intern,Ola,DevOps,Hyderabad,3,65323,"python,jenkins","Learn cloud infrastructure and deployment automation at Ola. Work with AWS/Azure, Docker, Kubernetes, and CI/CD pipelines.",2025-09-23,9,mid,Manufacturing,hybrid,intermediate,2024-12-25 21:42:58.815321,False
INT_00118,Cybersecurity Intern,Zomato,Cybersecurity,Kolkata,3,44240,"angular,flutter,sketch",Exciting internship opportunity at Zomato in Cybersecurity. Gain hands-on experience and work with industry professionals.,2025-09-23,6,mid,Healthcare,yes,entry,2025-04-06 01:18:38.575649,True
INT_00119,Content Writing Intern,Tech Mahindra,Content Writing,Surat,4,47425,"social media,digital marketing",Exciting internship opportunity at Tech Mahindra in Content Writing. Gain hands-on experience and work with industry professionals.,2025-09-23,22,large,Finance,yes,entry,2024-11-30 14:03:45.392202,True
INT_00120,Data Science Intern,Wipro,Data Science,Delhi,6,30779,"machine learning,data science","Work with Wipro's data science team to analyze large datasets, build predictive models, and derive actionable insights. Perfect opportunity to apply machine learning in real-world scenarios.",2025-09-23,18,large,Manufacturing,hybrid,intermediate,2025-06-03 06:02:20.616150,True
INT_00121,Content Writing Intern,Mindtree,Content Writing,Patna,4,38569,"google analytics,seo",Exciting internship opportunity at Mindtree in Content Writing. Gain hands-on experience and work with industry professionals.,2025-09-23,4,startup,Fashion,yes,entry,2024-11-14 17:47:41.904503,True
INT_00122,Data Science Intern,LTI,Data Science,Lucknow,6,33256,"r,statistics","Work with LTI's data science team to analyze large datasets, build predictive models, and derive actionable insights. Perfect opportunity to apply machine learning in real-world scenarios.",2025-09-23,1,startup,Food & Beverage,hybrid,advanced,2025-02-17 06:26:11.769599,True
INT_00123,Content Writing Intern,Times Group,Content Writing,Mumbai,8,29504,"seo,social media",Exciting internship opportunity at Times Group in Content Writing. Gain hands-on experience and work with industry professionals.,2025-09-23,6,mid,Fashion,hybrid,entry,2025-05-16 19:29:56.327993,True
INT_00124,Data Science Intern,Airbnb,Data Science,Delhi,6,34426,"sql,statistics,data science","Work with Airbnb's data science team to analyze large datasets, build predictive models, and derive actionable insights. Perfect opportunity to apply machine learning in real-world scenarios.",2025-09-23,5,mid,Manufacturing,no,advanced,2024-11-26 11:01:49.884651,False
INT_00125,Mobile Development Intern,Google,Mobile Development,Thane,6,36466,"react,nodejs","Create innovative mobile applications for Google. Work with iOS/Android development, learn mobile UI/UX principles, and contribute to app store releases.",2025-09-23,14,large,Healthcare,yes,entry,2025-08-08 09:27:31.381262,True
INT_00126,Cybersecurity Intern,LTI,Cybersecurity,Kanpur,6,13423,"postgresql,java",Exciting internship opportunity at LTI in Cybersecurity. Gain hands-on experience and work with industry professionals.,2025-09-23,3,mid,Gaming,hybrid,entry,2025-06-04 04:06:42.757146,False
INT_00127,Human Resources Intern,PwC,Human Resources,Bangalore,3,41257,"penetration testing,redis,ethical hacking",Exciting internship opportunity at PwC in Human Resources. Gain hands-on experience and work with industry professionals.,2025-09-23,1,startup,Manufacturing,hybrid,entry,2025-08-18 14:05:56.335919,False
INT_00128,Cloud Computing Intern,Urban Company,Cloud Computing,Nagpur,6,21852,"linux,docker,aws",Exciting internship opportunity at Urban Company in Cloud Computing. Gain hands-on experience and work with industry professionals.,2025-09-23,11,large,Consulting,hybrid,intermediate,2025-09-15 19:14:52.419076,True
INT_00129,Cloud Computing Intern,Cognizant,Cloud Computing,Lucknow,6,18433,"aws,python",Exciting internship opportunity at Cognizant in Cloud Computing. Gain hands-on experience and work with industry professionals.,2025-09-23,5,mid,Consulting,yes,intermediate,2024-12-27 08:50:12.687407,True
INT_00130,Human Resources Intern,SBI,Human Resources,Visakhapatnam,6,89351,"redis,content writing,agile",Exciting internship opportunity at SBI in Human Resources. Gain hands-on experience and work with industry professionals.,2025-09-23,3,startup,Consulting,hybrid,entry,2025-07-14 02:31:29.498393,True
INT_00131,Digital Marketing Intern,KPMG,Digital Marketing,Vadodara,6,34577,"content writing,digital marketing","Drive digital marketing campaigns for KPMG. Learn SEO, social media marketing, content creation, and analytics tools.",2025-09-23,18,large,Real Estate,hybrid,entry,2025-02-15 19:39:57.595502,True
INT_00132,Human Resources Intern,Amazon,Human Resources,Mumbai,6,75691,"investment banking,mongodb",Exciting internship opportunity at Amazon in Human Resources. Gain hands-on experience and work with industry professionals.,2025-09-23,22,large,Technology,hybrid,entry,2024-11-03 13:30:41.224400,True
INT_00133,Business Analysis Intern,Google,Business Analysis,Ghaziabad,2,37568,"jira,accounting","Analyze business processes and requirements at Google. Work with stakeholders, create documentation, and support project management activities.",2025-09-23,20,large,E-commerce,no,entry,2025-03-30 12:05:17.853286,True
INT_00134,Cybersecurity Intern,PwC,Cybersecurity,Pune,6,22417,"python,business analysis",Exciting internship opportunity at PwC in Cybersecurity. Gain hands-on experience and work with industry professionals.,2025-09-23,3,mid,Retail,no,entry,2025-02-02 20:47:12.211746,True
INT_00135,Mobile Development Intern,ShopClues,Mobile Development,Mumbai,4,13937,"sql,nodejs","Create innovative mobile applications for ShopClues. Work with iOS/Android development, learn mobile UI/UX principles, and contribute to app store releases.",2025-09-23,9,mid,Real Estate,no,entry,2024-09-23 04:13:40.965064,False
INT_00136,Operations Intern,HCL Technologies,Operations,Bangalore,6,37474,"web development,operations,seo",Exciting internship opportunity at HCL Technologies in Operations. Gain hands-on experience and work with industry professionals.,2025-09-23,5,large,Healthcare,no,entry,2025-07-17 13:43:16.572413,True
INT_00137,Machine Learning Intern,Goldman Sachs,Machine Learning,Hyderabad,6,38792,"data science,statistics,python",Exciting internship opportunity at Goldman Sachs in Machine Learning. Gain hands-on experience and work with industry professionals.,2025-09-23,7,mid,Education,hybrid,intermediate,2025-09-06 07:04:43.155303,True
INT_00138,Consulting Intern,Apple,Consulting,Patna,6,64799,"content writing,adobe xd,penetration testing",Exciting internship opportunity at Apple in Consulting. Gain hands-on experience and work with industry professionals.,2025-09-23,9,large,Gaming,no,entry,2025-06-17 17:10:55.572057,True
INT_00139,Web Development Intern,Uber,Web Development,Delhi,4,44895,"sql,java,python","Develop responsive web applications using modern frameworks at Uber. You'll work on both frontend and backend development, gaining full-stack experience.",2025-09-23,9,large,Sports,hybrid,intermediate,2025-09-20 05:35:31.265929,True
INT_00140,Machine Learning Intern,Spotify,Machine Learning,Jaipur,3,29058,"statistics,python,machine learning",Exciting internship opportunity at Spotify in Machine Learning. Gain hands-on experience and work with industry professionals.,2025-09-23,4,startup,Travel & Tourism,hybrid,entry,2025-06-22 07:05:58.057291,True
INT_00141,Finance Intern,Swiggy,Finance,Kanpur,3,33950,"machine learning,finance,accounting",Exciting internship opportunity at Swiggy in Finance. Gain hands-on experience and work with industry professionals.,2025-09-23,9,mid,Telecommunications,yes,intermediate,2025-01-03 03:28:01.922384,True
INT_00142,Business Analysis Intern,Mindtree,Business Analysis,Kanpur,2,20193,"ui/ux design,ethical hacking,redis","Analyze business processes and requirements at Mindtree. Work with stakeholders, create documentation, and support project management activities.",2025-09-23,20,large,Telecommunications,yes,entry,2025-09-10 03:53:07.486917,True
INT_00143,Operations Intern,Google,Operations,Hyderabad,4,91762,"content writing,finance,angular",Exciting internship opportunity at Google in Operations. Gain hands-on experience and work with industry professionals.,2025-09-23,6,large,Retail,yes,entry,2025-02-24 08:11:30.543058,True
INT_00144,Web Development Intern,Spotify,Web Development,Ahmedabad,6,44300,"python,javascript,react","Develop responsive web applications using modern frameworks at Spotify. You'll work on both frontend and backend development, gaining full-stack experience.",2025-09-23,4,mid,Non-profit,yes,intermediate,2025-03-02 18:29:37.566136,True
