internship_id,title,company,domain,description,required_skills,location,duration,stipend,is_active,application_deadline,is_accepting_applications,employee_count,headquarters,industry
INT_0121,Finance Intern,ICICI Bank,software development,"Exciting opportunity as a finance intern at ICICI Bank, working with python, sql in the Banking & Finance sector.","java, java",pune,6 months,10000,True,2025-10-11,True,199,Kolkata,Healthcare
INT_0122,Cloud Computing Intern,State Bank of India,web development,"Exciting opportunity as a cloud computing intern at State Bank of India, working with aws, docker in the Infrastructure & Engineering sector.","node.js, java",pune,3 months,25000,True,2025-10-02,True,782,Mumbai,Automotive
INT_0123,Finance Intern,Wipro,mobile apps,"Exciting opportunity as a finance intern at Wipro, working with javascript, react in the IT Services sector.","sql, react",pune,2 months,15000,True,2025-11-17,True,761,Bangalore,Fintech
INT_0124,Data Science Intern,HCL Technologies,ai/ml,"Exciting opportunity as a data science intern at HCL Technologies, working with python, machine learning in the Energy & Petrochemicals sector.","sql, java",delhi,3 months,30000,True,2025-09-28,True,373,Kolkata,Manufacturing
INT_0125,Cloud Computing Intern,Infosys,data science,"Exciting opportunity as a cloud computing intern at Infosys, working with machine learning, sql in the Energy & Petrochemicals sector.","machine learning, python",bangalore,6 months,10000,True,2025-09-11,False,76,Pune,E-commerce
INT_0126,Data Science Intern,HDFC Bank,web development,"Exciting opportunity as a data science intern at HDFC Bank, working with html, javascript in the Banking & Finance sector.","java, machine learning, python",bangalore,2 months,25000,True,2025-09-24,True,4429,Mumbai,Real Estate
INT_0127,Web Development Intern,HDFC Bank,mobile apps,"Exciting opportunity as a web development intern at HDFC Bank, working with python, machine learning in the Energy & Petrochemicals sector.","node.js, node.js",hyderabad,3 months,10000,False,2025-10-26,True,306,Mumbai,Media
INT_0128,Data Science Intern,Infosys,web development,"Exciting opportunity as a data science intern at Infosys, working with react, html in the Banking & Finance sector.","java, python",chennai,2 months,20000,False,2025-10-24,True,673,Kolkata,E-commerce
INT_0129,Data Science Intern,State Bank of India,mobile apps,"Exciting opportunity as a data science intern at State Bank of India, working with css, html in the Infrastructure & Engineering sector.","sql, java, java",pune,3 months,0,True,2025-08-26,False,718,Hyderabad,Fintech
INT_0130,Cloud Computing Intern,State Bank of India,mobile apps,"Exciting opportunity as a cloud computing intern at State Bank of India, working with javascript, css in the Energy & Exploration sector.","react, react",mumbai,6 months,30000,True,2025-09-27,True,65,Kolkata,Healthcare
INT_0131,Web Development Intern,Tata Consultancy Services,ai/ml,"Exciting opportunity as a web development intern at Tata Consultancy Services, working with azure, aws in the IT Services sector.","sql, react, python",chennai,6 months,10000,True,2025-10-12,True,501,Bangalore,Automotive
INT_0132,Web Development Intern,Tata Consultancy Services,mobile apps,"Exciting opportunity as a web development intern at Tata Consultancy Services, working with javascript, css in the Banking & Finance sector.","machine learning, python, python",chennai,2 months,0,True,2025-10-02,True,493,Kolkata,Consulting
INT_0133,Data Science Intern,Infosys,web development,"Exciting opportunity as a data science intern at Infosys, working with css, javascript in the Infrastructure & Engineering sector.","machine learning, machine learning",bangalore,3 months,25000,False,2025-10-14,True,13,Bangalore,Fintech
INT_0134,Data Science Intern,ONGC,mobile apps,"Exciting opportunity as a data science intern at ONGC, working with content writing, digital marketing in the IT Services sector.","machine learning, sql, react",chennai,2 months,0,False,2025-10-25,True,29,Delhi,Fintech
INT_0135,Cloud Computing Intern,HCL Technologies,ai/ml,"Exciting opportunity as a cloud computing intern at HCL Technologies, working with react, javascript in the Infrastructure & Engineering sector.","node.js, sql, java",pune,2 months,30000,True,2025-09-27,True,722,Pune,Manufacturing
INT_0136,Marketing Intern,State Bank of India,ai/ml,"Exciting opportunity as a marketing intern at State Bank of India, working with docker, aws in the Energy & Petrochemicals sector.","sql, node.js, sql",pune,3 months,10000,True,2025-11-08,True,70,Bangalore,Real Estate
INT_0137,Finance Intern,Reliance Industries,web development,"Exciting opportunity as a finance intern at Reliance Industries, working with react, html in the Banking & Finance sector.","react, java",delhi,3 months,20000,True,2025-09-28,True,557,Pune,Real Estate
INT_0138,Finance Intern,State Bank of India,software development,"Exciting opportunity as a finance intern at State Bank of India, working with content writing, seo in the Infrastructure & Engineering sector.","node.js, java, machine learning",pune,3 months,25000,True,2025-10-18,True,223,Bangalore,E-commerce
INT_0139,Web Development Intern,HCL Technologies,software development,"Exciting opportunity as a web development intern at HCL Technologies, working with content writing, digital marketing in the IT Services sector.","react, python, python",pune,6 months,10000,True,2025-09-18,False,2752,Bangalore,Automotive
INT_0140,Finance Intern,Wipro,mobile apps,"Exciting opportunity as a finance intern at Wipro, working with seo, content writing in the Banking & Finance sector.","react, machine learning",bangalore,2 months,30000,False,2025-10-12,True,392,Mumbai,Technology
INT_0141,Web Development Intern,HCL Technologies,data science,"Exciting opportunity as a web development intern at HCL Technologies, working with digital marketing, seo in the Banking & Finance sector.","python, machine learning, python",pune,2 months,25000,True,2025-09-28,True,4437,Hyderabad,Automotive
INT_0142,Data Science Intern,HCL Technologies,mobile apps,"Exciting opportunity as a data science intern at HCL Technologies, working with seo, content writing in the Energy & Petrochemicals sector.","python, node.js",delhi,6 months,15000,True,2025-09-01,False,30,Mumbai,Education
INT_0143,Cloud Computing Intern,Wipro,web development,"Exciting opportunity as a cloud computing intern at Wipro, working with content writing, seo in the Infrastructure & Engineering sector.","node.js, java",mumbai,3 months,0,False,2025-09-23,True,304,Bangalore,Manufacturing
INT_0144,Finance Intern,State Bank of India,web development,"Exciting opportunity as a finance intern at State Bank of India, working with docker, azure in the Energy & Petrochemicals sector.","react, react, react",bangalore,6 months,30000,True,2025-11-10,True,2091,Hyderabad,Education
INT_0145,Data Science Intern,Tata Consultancy Services,web development,"Exciting opportunity as a data science intern at Tata Consultancy Services, working with content writing, seo in the Infrastructure & Engineering sector.","react, node.js",mumbai,6 months,15000,True,2025-09-29,True,25,Chennai,Media
INT_0146,Data Science Intern,Tata Consultancy Services,web development,"Exciting opportunity as a data science intern at Tata Consultancy Services, working with python, machine learning in the IT Services sector.","sql, machine learning",bangalore,6 months,10000,True,2025-11-09,True,92,Mumbai,E-commerce
INT_0147,Cloud Computing Intern,Larsen & Toubro,web development,"Exciting opportunity as a cloud computing intern at Larsen & Toubro, working with financial analysis, accounting in the Banking & Finance sector.","machine learning, sql",hyderabad,2 months,20000,True,2025-09-24,True,194,Delhi,Manufacturing
INT_0148,Web Development Intern,Larsen & Toubro,ai/ml,"Exciting opportunity as a web development intern at Larsen & Toubro, working with css, react in the IT Services sector.","machine learning, python",chennai,6 months,25000,True,2025-09-23,True,503,Chennai,Real Estate
INT_0149,Finance Intern,Infosys,software development,"Exciting opportunity as a finance intern at Infosys, working with react, javascript in the IT Services sector.","python, python, node.js",hyderabad,2 months,0,True,2025-09-07,False,1537,Bangalore,Real Estate
INT_0150,Web Development Intern,ONGC,web development,"Exciting opportunity as a web development intern at ONGC, working with javascript, react in the IT Services sector.","python, react",pune,2 months,25000,True,2025-09-04,False,97,Pune,E-commerce
INT_0151,Finance Intern,State Bank of India,data science,"Exciting opportunity as a finance intern at State Bank of India, working with css, react in the Energy & Exploration sector.","node.js, sql, python",mumbai,2 months,10000,False,2025-09-22,True,510,Delhi,Automotive
INT_0152,Web Development Intern,ONGC,data science,"Exciting opportunity as a web development intern at ONGC, working with react, javascript in the Banking & Finance sector.","machine learning, java",pune,3 months,25000,True,2025-11-06,True,765,Delhi,Healthcare
INT_0153,Data Science Intern,ONGC,data science,"Exciting opportunity as a data science intern at ONGC, working with content writing, seo in the IT Services sector.","node.js, machine learning, machine learning",chennai,2 months,0,False,2025-09-26,True,841,Chennai,Manufacturing
INT_0154,Cloud Computing Intern,ONGC,data science,"Exciting opportunity as a cloud computing intern at ONGC, working with azure, docker in the Infrastructure & Engineering sector.","java, machine learning",bangalore,2 months,10000,False,2025-11-02,True,488,Hyderabad,Consulting
INT_0155,Web Development Intern,ICICI Bank,ai/ml,"Exciting opportunity as a web development intern at ICICI Bank, working with javascript, css in the Energy & Exploration sector.","java, java, machine learning",chennai,3 months,25000,True,2025-11-14,True,376,Kolkata,E-commerce
INT_0156,Cloud Computing Intern,Larsen & Toubro,data science,"Exciting opportunity as a cloud computing intern at Larsen & Toubro, working with react, javascript in the Infrastructure & Engineering sector.","machine learning, machine learning, react",delhi,2 months,20000,False,2025-11-08,True,49,Pune,Technology
INT_0157,Finance Intern,Infosys,web development,"Exciting opportunity as a finance intern at Infosys, working with sql, python in the Energy & Exploration sector.","machine learning, sql",chennai,6 months,30000,True,2025-10-10,True,1532,Hyderabad,Technology
INT_0158,Finance Intern,Wipro,mobile apps,"Exciting opportunity as a finance intern at Wipro, working with javascript, html in the Banking & Finance sector.","python, python, python",delhi,6 months,10000,False,2025-11-08,True,462,Hyderabad,Media
INT_0159,Data Science Intern,Larsen & Toubro,data science,"Exciting opportunity as a data science intern at Larsen & Toubro, working with docker, aws in the Energy & Petrochemicals sector.","machine learning, react",chennai,2 months,30000,True,2025-09-02,False,176,Delhi,Consulting
INT_0160,Cloud Computing Intern,Reliance Industries,ai/ml,"Exciting opportunity as a cloud computing intern at Reliance Industries, working with accounting, excel in the Banking & Finance sector.","react, react, node.js",delhi,3 months,10000,True,2025-08-28,False,63,Bangalore,Healthcare
INT_0161,Cloud Computing Intern,ICICI Bank,ai/ml,"Exciting opportunity as a cloud computing intern at ICICI Bank, working with sql, machine learning in the Energy & Exploration sector.","react, node.js",mumbai,6 months,20000,True,2025-10-26,True,103,Pune,Healthcare
